location,date,b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013
O02,10-18-2016 10:51:10,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
O02,10-18-2016 10:51:08,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200
I03,10-18-2016 10:51:06,-200,-69,-200,-86,-200,-87,-200,-200,-200,-200,-200,-200,-200
I03,10-18-2016 10:51:04,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
I03,10-18-2016 10:51:02,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I07,10-18-2016 10:51:00,-200,-74,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
I07,10-18-2016 10:50:58,-78,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I07,10-18-2016 10:50:56,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
I07,10-18-2016 10:50:54,-81,-198,-200,-200,-78,-200,-200,-77,-200,-200,-200,-200,-200
I08,10-18-2016 10:50:52,-81,-198,-200,-200,-73,-84,-200,-77,-200,-200,-200,-200,-200
I08,10-18-2016 10:50:50,-81,-198,-200,-200,-76,-200,-200,-74,-200,-200,-200,-200,-200
I08,10-18-2016 10:50:48,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200
I08,10-18-2016 10:50:46,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
I08,10-18-2016 10:50:44,-79,-198,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200
I09,10-18-2016 10:50:42,-78,-198,-200,-200,-73,-200,-200,-67,-200,-200,-200,-200,-200
I09,10-18-2016 10:50:40,-200,-200,-200,-200,-74,-78,-200,-71,-200,-200,-200,-200,-200
I09,10-18-2016 10:50:38,-200,-200,-200,-200,-76,-200,-200,-65,-200,-200,-200,-200,-200
I09,10-18-2016 10:50:36,-200,-85,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200
I10,10-18-2016 10:50:34,-200,-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200
I10,10-18-2016 10:50:32,-200,-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200
I10,10-18-2016 10:50:30,-200,-200,-200,-200,-200,-77,-200,-73,-200,-81,-200,-200,-200
D15,10-18-2016 10:50:28,-200,-200,-200,-200,-200,-200,-200,-200,-60,-200,-200,-200,-200
J01,10-18-2016 10:50:26,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J01,10-18-2016 10:50:24,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K01,10-18-2016 10:50:22,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
K01,10-18-2016 10:50:20,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
K02,10-18-2016 10:50:18,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10-18-2016 10:50:16,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10-18-2016 10:50:14,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10-18-2016 10:50:12,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-18-2016 10:50:10,-200,-75,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
D15,10-18-2016 10:45:18,-200,-200,-200,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200
D15,10-18-2016 10:45:15,-200,-200,-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200
D14,10-18-2016 10:45:12,-200,-200,-200,-200,-200,-200,-200,-200,-65,-200,-200,-200,-200
D14,10-18-2016 10:45:09,-200,-200,-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200
D13,10-18-2016 10:45:06,-200,-200,-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200
D13,10-18-2016 10:45:03,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200
D13,10-18-2016 10:45:00,-200,-200,-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200
J08,10-18-2016 10:37:12,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J07,10-18-2016 10:37:10,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200
J07,10-18-2016 10:37:08,-200,-200,-84,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200
J07,10-18-2016 10:37:06,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
J07,10-18-2016 10:37:04,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200
J07,10-18-2016 10:37:02,-200,-74,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
J06,10-18-2016 10:37:00,-200,-80,-200,-200,-76,-200,-200,-81,-200,-200,-200,-200,-200
J06,10-18-2016 10:36:58,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
J06,10-18-2016 10:36:56,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J05,10-18-2016 10:36:54,-200,-59,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J05,10-18-2016 10:36:52,-200,-62,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200
J05,10-18-2016 10:36:50,-200,-62,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-18-2016 10:36:48,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-18-2016 10:36:46,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-18-2016 10:36:44,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-18-2016 10:36:42,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10-18-2016 10:36:40,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10-18-2016 10:36:38,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10-18-2016 10:36:36,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10-18-2016 10:36:34,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10-18-2016 10:36:32,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10-18-2016 10:36:30,-200,-72,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10-18-2016 10:36:28,-200,-75,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10-18-2016 10:36:26,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10-18-2016 10:36:24,-200,-76,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J01,10-18-2016 10:36:22,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J01,10-18-2016 10:36:20,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-18-2016 10:36:18,-200,-72,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-18-2016 10:36:16,-200,-73,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10-18-2016 10:36:14,-200,-74,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,10-18-2016 10:36:12,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,10-18-2016 10:36:10,-200,-80,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,10-18-2016 10:36:08,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,10-18-2016 10:36:06,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
K06,10-18-2016 10:36:04,-200,-77,-200,-200,-78,-77,-200,-200,-200,-200,-200,-200,-200
K06,10-18-2016 10:36:02,-200,-200,-200,-200,-75,-78,-200,-200,-200,-200,-200,-200,-200
K06,10-18-2016 10:36:00,-200,-81,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
K06,10-18-2016 10:35:58,-200,-200,-200,-200,-73,-76,-200,-200,-200,-200,-200,-200,-200
K07,10-18-2016 10:35:56,-200,-200,-200,-200,-73,-77,-200,-200,-200,-200,-200,-200,-200
K07,10-18-2016 10:35:54,-200,-200,-200,-200,-72,-77,-200,-200,-200,-200,-200,-200,-200
K07,10-18-2016 10:35:52,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200
K07,10-18-2016 10:35:50,-200,-200,-200,-200,-75,-75,-200,-81,-200,-200,-200,-200,-200
K07,10-18-2016 10:35:48,-200,-200,-200,-200,-76,-76,-200,-200,-200,-200,-200,-200,-200
K08,10-18-2016 10:35:46,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
K08,10-18-2016 10:35:44,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
K08,10-18-2016 10:35:42,-200,-200,-200,-200,-77,-78,-200,-200,-200,-200,-200,-200,-200
K08,10-18-2016 10:35:40,-200,-200,-200,-200,-78,-76,-200,-200,-200,-200,-200,-200,-200
K08,10-18-2016 10:35:38,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
N15,10-18-2016 10:35:36,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-67,-200,-200
N15,10-18-2016 10:35:34,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-62,-200,-200
N15,10-18-2016 10:35:32,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-80,-200
N15,10-18-2016 10:35:30,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-76,-200,-200
P15,10-18-2016 10:35:28,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-200
P15,10-18-2016 10:35:26,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200
P15,10-18-2016 10:35:24,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200
R15,10-18-2016 10:35:22,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-61,-200
R15,10-18-2016 10:35:20,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-63,-200
I15,10-4-2016 10:58:27,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-200,-200
I15,10-4-2016 10:58:24,-200,-200,-200,-200,-200,-200,-200,-200,-77,-75,-200,-200,-200
I15,10-4-2016 10:58:22,-200,-200,-200,-200,-200,-200,-200,-200,-78,-72,-200,-200,-200
I15,10-4-2016 10:58:20,-200,-200,-200,-200,-200,-200,-200,-200,-200,-72,-200,-200,-200
I15,10-4-2016 10:58:18,-200,-200,-200,-200,-200,-200,-200,-200,-200,-72,-200,-200,-200
J15,10-4-2016 10:58:07,-200,-200,-200,-200,-200,-200,-200,-200,-81,-77,-200,-200,-200
J15,10-4-2016 10:58:06,-200,-200,-200,-200,-200,-200,-200,-200,-200,-66,-200,-200,-200
J15,10-4-2016 10:57:59,-200,-200,-200,-200,-200,-200,-200,-200,-200,-69,-200,-200,-200
J15,10-4-2016 10:57:57,-200,-200,-200,-200,-200,-200,-200,-200,-200,-65,-200,-200,-200
N15,10-4-2016 10:57:37,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-69,-200,-200
N15,10-4-2016 10:57:35,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,-61,-200,-200
N15,10-4-2016 10:57:31,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-59,-200,-200
N15,10-4-2016 10:57:30,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-64,-200,-200
S15,10-4-2016 10:55:02,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-82
S15,10-4-2016 10:54:43,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78
S15,10-4-2016 10:54:42,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78
T15,10-4-2016 10:54:17,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81
T15,10-4-2016 10:54:04,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-87
T15,10-4-2016 10:53:55,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-85
U15,10-4-2016 10:52:13,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77
U15,10-4-2016 10:51:51,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-81
U15,10-4-2016 10:51:50,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81
U15,10-4-2016 10:51:46,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79
U15,10-4-2016 10:51:21,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79
V15,10-4-2016 10:50:58,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81
V15,10-4-2016 10:50:56,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77
V15,10-4-2016 10:50:45,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-64
V15,10-4-2016 10:50:43,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-60
V15,10-4-2016 10:50:31,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-63
V15,10-4-2016 10:50:28,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-67
V15,10-4-2016 10:50:24,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-63
V15,10-4-2016 10:50:23,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-65
W15,10-4-2016 10:50:15,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71
W15,10-4-2016 10:49:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-59
W15,10-4-2016 10:49:51,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-62
W15,10-4-2016 10:49:27,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71
W15,10-4-2016 10:49:24,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-66
S01,10-3-2016 11:58:31,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10-3-2016 11:58:20,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10-3-2016 11:58:12,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10-3-2016 11:58:06,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10-3-2016 11:58:03,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10-3-2016 11:58:01,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10-3-2016 11:57:45,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10-3-2016 11:57:42,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10-3-2016 11:57:39,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
S03,10-3-2016 11:57:18,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
S03,10-3-2016 11:57:17,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
S03,10-3-2016 11:57:14,-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200
S03,10-3-2016 11:57:06,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
S03,10-3-2016 11:57:02,-200,-200,-78,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
S03,10-3-2016 11:57:01,-200,-200,-82,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10-3-2016 11:56:50,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10-3-2016 11:56:48,-200,-200,-80,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10-3-2016 11:56:41,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10-3-2016 11:56:39,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10-3-2016 11:56:33,-200,-200,-200,-57,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10-3-2016 11:56:32,-200,-200,-200,-57,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-3-2016 11:56:20,-200,-200,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-3-2016 11:56:02,-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-3-2016 11:55:53,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-3-2016 11:55:51,-200,-200,-200,-56,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-3-2016 11:55:49,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-3-2016 11:55:40,-200,-200,-200,-60,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-3-2016 11:55:38,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-3-2016 11:55:36,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200
S06,10-3-2016 11:55:17,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
S06,10-3-2016 11:55:15,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200
S06,10-3-2016 11:55:08,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
S06,10-3-2016 11:55:07,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
S06,10-3-2016 11:54:56,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
S06,10-3-2016 11:54:55,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
S06,10-3-2016 11:54:45,-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200
S06,10-3-2016 11:54:43,-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200
S07,10-3-2016 11:54:30,-200,-200,-200,-200,-200,-200,-64,-200,-200,-200,-200,-200,-200
S07,10-3-2016 11:54:29,-200,-200,-200,-200,-200,-75,-62,-200,-200,-200,-200,-200,-200
S07,10-3-2016 11:54:26,-200,-200,-200,-200,-200,-200,-64,-200,-200,-200,-200,-200,-200
S07,10-3-2016 11:54:24,-200,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200
S07,10-3-2016 11:54:20,-200,-200,-200,-77,-200,-79,-63,-200,-200,-200,-200,-200,-200
S07,10-3-2016 11:54:18,-200,-200,-200,-200,-200,-200,-58,-200,-200,-200,-200,-200,-200
S07,10-3-2016 11:54:04,-200,-200,-200,-200,-200,-200,-63,-200,-200,-200,-200,-200,-200
S07,10-3-2016 11:54:02,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
S07,10-3-2016 11:53:54,-200,-200,-200,-77,-200,-200,-71,-200,-200,-200,-200,-200,-200
S07,10-3-2016 11:53:52,-200,-200,-200,-78,-200,-200,-66,-200,-200,-200,-200,-200,-200
S08,10-3-2016 11:53:36,-200,-200,-200,-200,-200,-200,-64,-200,-200,-200,-200,-200,-200
S08,10-3-2016 11:53:34,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
S08,10-3-2016 11:53:25,-200,-200,-200,-81,-200,-200,-64,-200,-200,-200,-200,-200,-200
S08,10-3-2016 11:53:23,-200,-200,-200,-81,-200,-200,-72,-200,-200,-200,-200,-200,-200
L09,9-27-2016 12:38:58,-200,-200,-200,-200,-80,-200,-200,-78,-200,-200,-200,-200,-200
L09,9-27-2016 12:38:54,-78,-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200
L08,9-27-2016 12:38:46,-200,-200,-200,-200,-200,-75,-200,-80,-200,-200,-200,-200,-200
L08,9-27-2016 12:38:29,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
L08,9-27-2016 12:38:28,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
L06,9-27-2016 12:38:02,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
L06,9-27-2016 12:38:00,-200,-77,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200
L06,9-27-2016 12:37:58,-200,-78,-200,-77,-72,-74,-200,-200,-200,-200,-200,-200,-200
L06,9-27-2016 12:37:57,-200,-200,-80,-77,-78,-78,-200,-200,-200,-200,-200,-200,-200
L05,9-27-2016 12:37:42,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
L05,9-27-2016 12:37:41,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
L05,9-27-2016 12:37:33,-200,-81,-78,-200,-77,-80,-200,-200,-200,-200,-200,-200,-200
L05,9-27-2016 12:37:31,-200,-78,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200
L04,9-27-2016 12:37:21,-200,-200,-78,-81,-200,-84,-200,-200,-200,-200,-200,-200,-200
L04,9-27-2016 12:37:20,-200,-79,-78,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,9-27-2016 12:37:11,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,9-27-2016 12:37:09,-200,-200,-78,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200
L03,9-27-2016 12:36:41,-200,-200,-200,-80,-74,-82,-200,-200,-200,-200,-200,-200,-200
L02,9-27-2016 12:36:33,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200
L02,9-27-2016 12:36:26,-200,-77,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
L02,9-27-2016 12:36:17,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
L02,9-27-2016 12:36:07,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K08,9-21-2016 11:34:54,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
K08,9-21-2016 11:34:52,-200,-200,-200,-200,-78,-77,-200,-200,-200,-200,-200,-200,-200
K08,9-21-2016 11:34:50,-200,-200,-200,-200,-76,-82,-200,-200,-200,-200,-200,-200,-200
K08,9-21-2016 11:34:44,-200,-200,-200,-200,-77,-79,-200,-200,-200,-200,-200,-200,-200
K08,9-21-2016 11:34:43,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
K08,9-21-2016 11:34:34,-200,-200,-200,-200,-80,-200,-200,-80,-200,-200,-200,-200,-200
K08,9-21-2016 11:34:32,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
K07,9-21-2016 11:34:22,-200,-200,-200,-200,-76,-77,-200,-200,-200,-200,-200,-200,-200
K07,9-21-2016 11:34:21,-200,-200,-200,-200,-75,-76,-200,-80,-200,-200,-200,-200,-200
K07,9-21-2016 11:34:18,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200
K07,9-21-2016 11:34:07,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200
K07,9-21-2016 11:34:01,-200,-200,-200,-200,-72,-78,-200,-200,-200,-200,-200,-200,-200
K07,9-21-2016 11:33:59,-200,-200,-200,-200,-73,-78,-200,-200,-200,-200,-200,-200,-200
K06,9-21-2016 11:33:41,-200,-200,-200,-200,-73,-77,-200,-200,-200,-200,-200,-200,-200
K06,9-21-2016 11:33:40,-200,-79,-200,-200,-74,-76,-200,-200,-200,-200,-200,-200,-200
K06,9-21-2016 11:33:38,-200,-82,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
K06,9-21-2016 11:33:36,-200,-200,-200,-200,-75,-79,-200,-200,-200,-200,-200,-200,-200
K06,9-21-2016 11:33:19,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K06,9-21-2016 11:33:17,-200,-78,-200,-200,-78,-78,-200,-200,-200,-200,-200,-200,-200
K05,9-21-2016 11:32:51,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
K05,9-21-2016 11:32:41,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,9-21-2016 11:32:37,-200,-81,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,9-21-2016 11:32:29,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,9-21-2016 11:32:27,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,9-21-2016 11:32:16,-200,-75,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,9-21-2016 11:32:14,-200,-74,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,9-21-2016 11:32:12,-200,-79,-72,-80,-200,-79,-200,-200,-200,-200,-200,-200,-200
K04,9-21-2016 11:32:10,-200,-73,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,9-21-2016 11:32:01,-200,-75,-79,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
K04,9-21-2016 11:32:00,-200,-76,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,9-21-2016 11:31:39,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,9-21-2016 11:31:32,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,9-21-2016 11:31:30,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,9-21-2016 11:31:25,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K02,9-21-2016 11:31:12,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K02,9-21-2016 11:31:08,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K01,9-21-2016 11:30:55,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
K01,9-21-2016 11:30:12,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
J01,9-21-2016 11:29:48,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J01,9-21-2016 11:29:47,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J01,9-21-2016 11:29:45,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J01,9-21-2016 11:29:43,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,9-21-2016 11:29:34,-200,-77,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,9-21-2016 11:29:33,-200,-79,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,9-21-2016 11:29:31,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,9-21-2016 11:29:28,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,9-21-2016 11:29:26,-200,-76,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,9-21-2016 11:29:24,-200,-73,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
